	FIPS104	DEPT_NAME	DEPTCO	MIGCO2	MUNICO	MUNI_NAME	MATCH_QUAL	MPIO	MPIOS	AREA	PERIMETER	WCOLGEN02_	WCOLGEN021	DPTO	NOMBRE_DPT	NOMBRE_MPI	NOMBRE_CAB	CLASEMUN	ZONA	OF_REG	REG_ZONAS	HECTARES	CENTROID_LNG	CENTROID_LAT
565	CO33	Cundinamarca	25	25	254	Susa	100.0	779	25779	115076923.486	50153.6015213	569	767	25	CUNDINAMARCA	SUSA	SUSA	CM	ZONA06	DABOG	DABOGZONA06	11507.692	1025828.7832992253	1091563.2264750737
566	CO24	Risaralda	66	66	408	Mistrato	100.0	456	66456	566761169.196	105222.599121	570	243	66	RISARALDA	MISTRATO	MISTRATO	CM	ZONA02	DALES	DALESZONA02	56676.117	786341.1418713375	1085426.051516357
567	CO33	Cundinamarca	25	25	255	Guachetá	92.0	317	25317	180005065.469	60560.5186473	571	716	25	CUNDINAMARCA	GUACHETA	GUACHETA	CM	ZONA06	DABOG	DABOGZONA06	18000.507	1040236.9687279409	1086376.4704565138
568	CO33	Cundinamarca	25	25	255	Fúquene	91.0	288	25288	74209298.6337	40209.7970804	572	709	25	CUNDINAMARCA	FUQUENE	FUQUENE	CM	ZONA06	DABOG	DABOGZONA06	7420.93	1031477.5921275031	1087747.1491044837
569	CO36	Boyacá	15	15	133	Viracachá	93.0	879	15879	59901067.0947	37274.1279366	573	931	15	BOYACA	VIRACACHA	VIRACACHA	CM	ZONA08	DABOG	DABOGZONA08	5990.107	1086730.637720042	1090361.2029890148
570	CO37	Caldas	17	17	158	Salamina	100.0	653	17653	375975047.432	94390.5090261	574	267	17	CALDAS	SALAMINA	SALAMINA	CM	ZONA01	DALES	DALESZONA01	37597.505	849932.457752719	1083877.2194988765
571	CO31	Vichada	99	99	520	Cumbaribo	93.0	773	99773	65786609179.4	1589733.49223	575	1009	99	VICHADA	CUMARIBO	CUMARIBO	CM	ZONA16	DABOG	DABOGZONA16	6578660.918	1505980.6479023397	959611.7823471231
572	CO33	Cundinamarca	25	25	254	Carmen de Carupa	100.0	154	25154	306092946.438	77235.5321886	576	695	25	CUNDINAMARCA	CARMEN DE CARUPA	CARMEN DE CARUPA	CM	ZONA06	DABOG	DABOGZONA06	30609.295	1014145.4075258498	1081081.895340225
573	CO33	Cundinamarca	25	25	253	Paime	100.0	518	25518	171036932.921	54921.9114582	577	742	25	CUNDINAMARCA	PAIME	PAIME	CM	ZONA05	DABOG	DABOGZONA05	17103.693	988796.398900396	1085196.969207468
574	CO36	Boyacá	15	15	133	Rondón	90.0	621	15621	186946853.768	67292.6298386	578	949	15	BOYACA	RONDON	RONDON	CM	ZONA08	DABOG	DABOGZONA08	18694.685	1095513.5528437335	1083259.6456413448
575	CO36	Boyacá	15	15	139	Boyacá	90.0	104	15104	58064475.725	32498.3261772	579	935	15	BOYACA	BOYACA	BOYACA	CM	ZONA08	DABOG	DABOGZONA08	5806.448	1074643.7167487945	1089023.322879313
576	CO37	Caldas	17	17	163	La Merced	100.0	388	17388	90230752.3406	45093.15868	580	256	17	CALDAS	LA MERCED	LA MERCED	CM	ZONA01	DALES	DALESZONA01	9023.075	832894.4413946442	1086633.658968323
577	CO33	Cundinamarca	25	25	252	La Palma	100.0	394	25394	209715362.053	80910.4641833	581	727	25	CUNDINAMARCA	LA PALMA	LA PALMA	CM	ZONA05	DABOG	DABOGZONA05	20971.536	961301.7675821106	1079440.4916140283
578	CO11	Chocó	27	27	285	El Cantón del San Pablo	89.0	135	27135	510165805.165	114607.34856	582	282	27	CHOCO	CANTON DEL SAN PABLO	MANAGRU	CM	ZONA07	DAMED	DAMEDZONA07	51016.581	699502.5314647936	1078600.672379084
579	CO36	Boyacá	15	15	126	Pajarito	100.0	518	15518	272387169.376	77615.1333901	583	906	15	BOYACA	PAJARITO	PAJARITO	CM	ZONA10	DABOG	DABOGZONA10	27238.717	1150778.2811484493	1082935.7559230672
580	CO36	Boyacá	15	15	140	Ventaquemada	100.0	861	15861	183936248.251	62799.7058813	584	958	15	BOYACA	VENTAQUEMADA	VENTAQUEMADA	CM	ZONA06	DABOG	DABOGZONA06	18393.625	1058812.214690777	1084160.5857877496
581	CO33	Cundinamarca	25	25	241	Guaduas	100.0	320	25320	785951266.408	149960.086485	585	717	25	CUNDINAMARCA	GUADUAS	GUADUAS	CM	ZONA03	DABOG	DABOGZONA03	78595.127	935221.635902374	1062482.7756568373
582	CO33	Cundinamarca	25	25	253	San Cayetano	100.0	653	25653	264727333.739	76223.8680138	586	755	25	CUNDINAMARCA	SAN CAYETANO	SAN CAYETANO	CM	ZONA05	DABOG	DABOGZONA05	26472.733	998569.6518403841	1076460.1049062903
583	CO33	Cundinamarca	25	25	253	Topaipí	91.0	823	25823	154550595.453	56940.185295	587	704	25	CUNDINAMARCA	TOPAIPI	TOPAIPI	CM	ZONA05	DABOG	DABOGZONA05	15455.06	974244.9302532664	1081814.4754366355
584	CO36	Boyacá	15	15	139	Ramiriquí	93.0	599	15599	139903871.067	62142.5695462	588	934	15	BOYACA	RAMIRIQUI	RAMIRIQUI	CM	ZONA08	DABOG	DABOGZONA08	13990.387	1082828.9952232605	1075904.6071201847
585	CO36	Boyacá	15	15	133	Ciénega	91.0	189	15189	52295460.3315	29160.6563364	589	933	15	BOYACA	CIENEGA	CIENEGA	CM	ZONA08	DABOG	DABOGZONA08	5229.546	1086841.5658290908	1084572.1738655297
586	CO24	Risaralda	66	66	409	Pueblo Rico	100.0	572	66572	930856537.168	141922.728429	590	244	66	RISARALDA	PUEBLO RICO	PUEBLO RICO	CM	ZONA02	DALES	DALESZONA02	93085.654	765934.050225776	1067431.1534701285
587	CO36	Boyacá	15	15	139	Jenesano	100.0	367	15367	45976978.3997	34249.4135864	591	936	15	BOYACA	JENESANO	JENESANO	CM	ZONA08	DABOG	DABOGZONA08	4597.698	1074507.8232804576	1083284.2102166645
588	CO24	Risaralda	66	66	406	Quinchía	92.0	594	66594	149339074.746	50939.1728165	592	245	66	RISARALDA	QUINCHIA	QUINCHIA	CM	ZONA02	DALES	DALESZONA02	14933.907	814098.7100364072	1079953.951857672
589	CO36	Boyacá	15	15	139	Nuevo Colón	94.0	494	15494	39864456.9632	29834.189295	593	940	15	BOYACA	NUEVO COLON	NUEVO COLON	CM	ZONA06	DABOG	DABOGZONA06	3986.446	1066506.8026777506	1079990.6949599497
590	CO24	Risaralda	66	66	408	Guatica	100.0	318	66318	101169479.608	43293.3873546	594	239	66	RISARALDA	GUATICA	GUATICA	CM	ZONA02	DALES	DALESZONA02	10116.948	803087.624364716	1079161.6906535348
591	CO11	Chocó	27	27	287	Tadó	85.0	787	27787	324883676.067	88945.3683841	595	290	27	CHOCO	TADO	TADO	CM	ZONA07	DAMED	DAMEDZONA07	32488.368	736623.7780177756	1075251.0013974025
592	CO37	Caldas	17	17	164	Filadelfia	100.0	272	17272	202378165.459	62295.5928248	596	254	17	CALDAS	FILADELFIA	FILADELFIA	CM	ZONA01	DALES	DALESZONA01	20237.817	828956.5134486328	1075808.61205018
593	CO33	Cundinamarca	25	25	247	Ubaté	88.0	843	25843	111095966.779	42748.5438777	597	778	25	CUNDINAMARCA	UBATE	UBATE	CM	ZONA06	DABOG	DABOGZONA06	11109.597	1026237.3126578047	1077263.7900331323
594	CO32	Casanare	85	85	519	Aguazul	100.0	010	85010	1434435984.68	185320.754172	598	849	85	CASANARE	AGUAZUL	AGUAZUL	CM	ZONA10	DABOG	DABOGZONA10	143443.598	1167378.5814993687	1055505.7366246807
595	CO33	Cundinamarca	25	25	255	Lenguazaque	100.0	407	25407	145423425.802	50679.0824243	599	730	25	CUNDINAMARCA	LENGUAZAQUE	LENGUAZAQUE	CM	ZONA06	DABOG	DABOGZONA06	14542.343	1041096.7567079206	1075905.3155504814
596	CO36	Boyacá	15	15	139	Tibaná	90.0	804	15804	112646040.159	46197.6599571	600	937	15	BOYACA	TIBANA	TIBANA	CM	ZONA08	DABOG	DABOGZONA08	11264.604	1072404.3076144217	1075849.0653328262
597	CO32	Casanare	85	85	519	Recetor	100.0	279	85279	179463457.619	63571.4176946	601	859	85	CASANARE	RECETOR	RECETOR	CM	ZONA10	DABOG	DABOGZONA10	17946.346	1143524.0856211486	1069749.667642377
598	CO31	Vichada	99	99	520	Chameza	100.0	015	85015	328828719.568	94033.7426437	602	850	85	CASANARE	CHAMEZA	CHAMEZA	CM	ZONA10	DABOG	DABOGZONA10	32882.872	1132100.3682315825	1065736.2954125877
599	CO36	Boyacá	15	15	140	Turmequé	92.0	835	15835	91727929.3088	42005.6248749	603	941	15	BOYACA	TURMEQUE	TURMEQUE	CM	ZONA06	DABOG	DABOGZONA06	9172.793	1060566.0869761382	1074513.1252690908
600	CO36	Boyacá	15	15	130	Zetaquirá	93.0	897	15897	260623292.599	80577.5664543	604	950	15	BOYACA	ZETAQUIRA	ZETAQUIRA	CM	ZONA08	DABOG	DABOGZONA08	26062.329	1099571.947534572	1072967.991108461
601	CO37	Caldas	17	17	164	Aranzazu	100.0	050	17050	140732655.063	64556.9426889	605	251	17	CALDAS	ARANZAZU	ARANZAZU	CM	ZONA01	DALES	DALESZONA01	14073.266	841574.7537033715	1072739.5195799465
602	CO37	Caldas	17	17	158	Marulanda	100.0	446	17446	330317394.21	91730.2328439	606	260	17	CALDAS	MARULANDA	MARULANDA	CM	ZONA01	DALES	DALESZONA01	33031.739	863352.5356055406	1068636.4395670604
603	CO33	Cundinamarca	25	25	253	Villagomez	100.0	871	25871	75720530.3877	46553.6819732	607	783	25	CUNDINAMARCA	VILLAGOMEZ	VILLAGOMEZ	CM	ZONA05	DABOG	DABOGZONA05	7572.053	985709.0334994149	1071756.2091862108
604	CO37	Caldas	17	17	162	Marquetalia	100.0	444	17444	81888304.2236	46539.4251913	608	259	17	CALDAS	MARQUETALIA	MARQUETALIA	CM	ZONA01	DALES	DALESZONA01	8188.83	889211.0508232132	1076573.0082457971
605	CO33	Cundinamarca	25	25	256	Villapinzón	94.0	873	25873	198629684.853	66760.7879181	609	784	25	CUNDINAMARCA	VILLAPINZON	VILLAPINZON	CM	ZONA06	DABOG	DABOGZONA06	19862.968	1052724.6643466295	1067450.4932791335
606	CO37	Caldas	17	17	153	Manzanares	100.0	433	17433	171947024.043	61686.8052312	610	257	17	CALDAS	MANZANARES	MANZANARES	CM	ZONA01	DALES	DALESZONA01	17194.702	878165.3050504585	1068694.837290265
607	CO33	Cundinamarca	25	25	253	El Peñón	85.0	258	25258	119130980.575	52648.7701409	611	704	25	CUNDINAMARCA	EL PE¥ON	EL PE¥ON	CM	ZONA05	DABOG	DABOGZONA05	11913.098	973695.7308172606	1071303.7526939346
608	CO28	Tolima	73	73	467	Mariquita	100.0	443	73443	302291797.227	79545.8131856	612	201	73	TOLIMA	MARIQUITA	MARIQUITA	CM	ZONA04	DALES	DALESZONA04	30229.18	905800.996509432	1068124.3539486094
609	CO28	Tolima	73	73	464	Honda	100.0	349	73349	291910120.829	85933.6696337	613	1032	73	TOLIMA	HONDA	HONDA	CM	ZONA04	DALES	DALESZONA04	29191.012	919476.6258398297	1061768.8662115077
610	CO33	Cundinamarca	25	25	258	Cucunubá	92.0	224	25224	91763191.917	46193.5744407	614	790	25	CUNDINAMARCA	CUCUNUBA	CUCUNUBA	CM	ZONA06	DABOG	DABOGZONA06	9176.319	1030305.2052966491	1068260.0832184032
611	CO37	Caldas	17	17	150	Anserma	100.0	042	17042	196923909.277	75389.0375093	615	250	17	CALDAS	ANSERMA	ANSERMA	CM	ZONA02	DALES	DALESZONA02	19692.391	810302.0898245177	1067184.7177247303
612	CO28	Tolima	73	73	462	Fresno	100.0	283	73283	229116816.603	74456.507568	616	196	73	TOLIMA	FRESNO	FRESNO	CM	ZONA01	DALES	DALESZONA01	22911.682	888914.648390864	1063554.0154923939
613	CO36	Boyacá	15	15	134	San Eduardo	100.0	660	15660	104039121.984	41773.2416545	617	951	15	BOYACA	SAN EDUARDO	SAN EDUARDO	CM	ZONA08	DABOG	DABOGZONA08	10403.912	1111766.142392633	1066990.7656553856
614	CO37	Caldas	17	17	154	Neira	100.0	486	17486	407843975.621	111429.229959	618	261	17	CALDAS	NEIRA	NEIRA	CM	ZONA01	DALES	DALESZONA01	40784.398	839361.8521838504	1063550.8213881932
615	CO33	Cundinamarca	25	25	252	La Peña	100.0	398	25398	135091889.22	52886.6035249	619	728	25	CUNDINAMARCA	LA PE¥A	LA PE¥A	CM	ZONA05	DABOG	DABOGZONA05	13509.189	961295.8216045888	1065297.4957079403
616	CO33	Cundinamarca	25	25	244	Pacho	100.0	513	25513	393515261.675	106520.381414	620	741	25	CUNDINAMARCA	PACHO	PACHO	CM	ZONA05	DABOG	DABOGZONA05	39351.526	988940.2163753826	1060920.1959755844
617	CO33	Cundinamarca	25	25	258	Sutatausa	100.0	781	25781	59411261.4471	33124.248288	621	768	25	CUNDINAMARCA	SUTATAUSA	SUTATAUSA	CM	ZONA06	DABOG	DABOGZONA06	5941.126	1022370.9759159557	1069663.8970083592
618	CO24	Risaralda	66	66	403	Belén de Umbria	96.0	088	66088	175489699.702	53589.4886542	622	237	66	RISARALDA	BELEN DE UMBRIA	BELEN DE UMBRIA	CM	ZONA02	DALES	DALESZONA02	17548.97	796745.9286727065	1066195.3179847708
619	CO36	Boyacá	15	15	138	Chinavita	100.0	172	15172	151445842.489	49584.2867091	623	939	15	BOYACA	CHINAVITA	CHINAVITA	CM	ZONA06	DABOG	DABOGZONA06	15144.584	1078660.3981903878	1064193.2182928321
620	CO36	Boyacá	15	15	134	Berbeo	100.0	090	15090	62866221.3213	46742.376235	624	871	15	BOYACA	BERBEO	BERBEO	CM	ZONA08	DABOG	DABOGZONA08	6286.622	1105871.4431885025	1064891.1547066115
621	CO36	Boyacá	15	15	138	Umbita	100.0	842	15842	153268742.895	49674.3184488	625	938	15	BOYACA	UMBITA	UMBITA	CM	ZONA06	DABOG	DABOGZONA06	15326.874	1066248.1089238639	1064729.6196057387
622	CO33	Cundinamarca	25	25	259	Tausa	100.0	793	25793	214999130.898	73699.5619967	626	770	25	CUNDINAMARCA	TAUSA	TAUSA	CM	ZONA06	DABOG	DABOGZONA06	21499.913	1012363.5282983775	1063844.0391033415
623	CO33	Cundinamarca	25	25	251	Utica	100.0	851	25851	89059732.6582	47428.7731522	627	780	25	CUNDINAMARCA	UTICA	UTICA	CM	ZONA03	DABOG	DABOGZONA03	8905.973	953386.1129224814	1063128.5539224783
624	CO11	Chocó	27	27	290	Condoto	100.0	205	27205	543509155.45	163560.415381	628	280	27	CHOCO	CONDOTO	CONDOTO	CM	ZONA07	DAMED	DAMEDZONA07	54350.916	732832.5713709409	1053755.1772703747
625	CO24	Risaralda	66	66	409	Apía	85.0	045	66045	255464007.279	103092.46754	629	235	66	RISARALDA	APIA	APIA	CM	ZONA02	DALES	DALESZONA02	25546.401	782963.2243159014	1058066.9842481918
626	CO33	Cundinamarca	25	25	257	Chocontá	92.0	183	25183	319897341.093	93752.3296872	630	700	25	CUNDINAMARCA	CHOCONTA	CHOCONTA	CM	ZONA06	DABOG	DABOGZONA06	31989.734	1042231.856568911	1055852.78772154
627	CO11	Chocó	27	27	285	Itsmina	100.0	361	27361	1874890176.35	300830.95307	631	282	27	CHOCO	ITSMINA	ITSMINA	CM	ZONA07	DAMED	DAMEDZONA07	187489.018	687846.8706313759	1019244.7173864816
628	CO33	Cundinamarca	25	25	258	Suesca	100.0	772	25772	187345705.317	77311.7316983	632	766	25	CUNDINAMARCA	SUESCA	SUESCA	CM	ZONA06	DABOG	DABOGZONA06	18734.571	1030749.0023964683	1058292.00227145
629	CO36	Boyacá	15	15	134	Miraflores	100.0	455	15455	246001037.86	64750.5970398	633	952	15	BOYACA	MIRAFLORES	MIRAFLORES	CM	ZONA08	DABOG	DABOGZONA08	24600.104	1096337.6435290936	1057913.9001675297
630	CO33	Cundinamarca	25	25	267	Nimaima	100.0	489	25489	74282353.6499	51298.3594753	634	738	25	CUNDINAMARCA	NIMAIMA	NIMAIMA	CM	ZONA03	DABOG	DABOGZONA03	7428.235	963132.6979769743	1057332.857188871
631	CO33	Cundinamarca	25	25	267	Vergara	100.0	862	25862	152443310.884	66274.4985319	635	781	25	CUNDINAMARCA	VERGARA	VERGARA	CM	ZONA03	DABOG	DABOGZONA03	15244.331	972864.6208068164	1056771.4174398775
632	CO36	Boyacá	15	15	134	Páez	85.0	514	15514	354362424.574	87626.447999	636	951	15	BOYACA	PAEZ	PAEZ	CM	ZONA08	DABOG	DABOGZONA08	35436.242	1116458.8141852815	1051987.6514126533
633	CO32	Casanare	85	85	519	Orocué	90.0	230	85230	4751831076.48	334126.436548	637	856	85	CASANARE	OROCUE	OROCUE	CM	ZONA10	DABOG	DABOGZONA10	475183.108	1273341.2678972234	1031651.6655331335
634	CO37	Caldas	17	17	165	Risaralda	100.0	616	17616	129563386.131	82717.3060567	638	266	17	CALDAS	RISARALDA	RISARALDA	CM	ZONA02	DALES	DALESZONA02	12956.339	809907.6656792024	1056960.043407238
635	CO36	Boyacá	15	15	138	Pachavita	100.0	511	15511	62570040.1893	33567.8408891	639	942	15	BOYACA	PACHAVITA	PACHAVITA	CM	ZONA06	DABOG	DABOGZONA06	6257.004	1072870.458083696	1056538.4871079966
636	CO36	Boyacá	15	15	136	Garagoa	100.0	299	15299	201773349.395	65062.8996744	640	954	15	BOYACA	GARAGOA	GARAGOA	CM	ZONA06	DABOG	DABOGZONA06	20177.335	1082227.7306372463	1050816.8868242258
637	CO28	Tolima	73	73	476	Falan	100.0	270	73270	162243810.497	74058.7374631	641	194	73	TOLIMA	FALAN	FALAN	CM	ZONA04	DALES	DALESZONA04	16224.381	899161.8638996504	1051433.0257992796
638	CO33	Cundinamarca	25	25	259	Cogua	100.0	200	25200	127502592.095	57050.9903662	642	701	25	CUNDINAMARCA	COGUA	COGUA	CM	ZONA04	DABOG	DABOGZONA04	12750.259	1009540.1460523687	1053708.882043503
639	CO37	Caldas	17	17	148	Manizales	100.0	001	17001	444184824.372	107379.641851	643	248	17	CALDAS	MANIZALES	MANIZALES	CM	ZONA01	DALES	DALESZONA01	44418.482	837970.5980570547	1052443.8286084007
640	CO28	Tolima	73	73	476	Herveo	100.0	347	73347	308912448.878	81034.9982463	644	198	73	TOLIMA	HERVEO	HERVEO	CM	ZONA01	DALES	DALESZONA01	30891.245	868181.8928655124	1051268.470132146
641	CO31	Vichada	99	99	520	Tauramena	100.0	410	85410	2443533457.47	316385.960345	645	864	85	CASANARE	TAURAMENA	TAURAMENA	CM	ZONA10	DABOG	DABOGZONA10	244353.346	1158717.2926506165	1007386.0916687665
642	CO37	Caldas	17	17	165	San José	92.0	665	17665	87572397.8946	58478.8167544	646	1074	17	CALDAS	SAN JOSE	SAN JOSE	CM	ZONA01	DALES	DALESZONA01	8757.24	805418.5361818159	1052714.7729149223
643	CO33	Cundinamarca	25	25	249	Zipaquirá	93.0	899	25899	188613682.231	72898.6768324	647	789	25	CUNDINAMARCA	ZIPAQUIRA	ZIPAQUIRA	CM	ZONA04	DABOG	DABOGZONA04	18861.368	1004309.9959266301	1047249.3667041532
644	CO33	Cundinamarca	25	25	267	Quebradanegra	100.0	592	25592	77239463.1042	37355.7086292	648	748	25	CUNDINAMARCA	QUEBRADANEGRA	QUEBRADANEGRA	CM	ZONA03	DABOG	DABOGZONA03	7723.946	951180.2965899571	1053492.9958981064
645	CO28	Tolima	73	73	476	Palocabildo	100.0	520	73520	94988614.7885	38841.4686154	649	1062	73	TOLIMA	PALOCABILDO	PALOCABILDO	CM	ZONA04	DALES	DALESZONA04	9498.861	893058.4746825964	1052784.231238998
646	CO33	Cundinamarca	25	25	259	Nemocón	91.0	486	25486	99784621.1789	45828.1465175	650	737	25	CUNDINAMARCA	NEMOCON	NEMOCON	CM	ZONA04	DABOG	DABOGZONA04	9978.462	1019391.4984600602	1052045.8689305433
647	CO36	Boyacá	15	15	138	La Capilla	100.0	380	15380	62173330.8162	34759.9102533	651	943	15	BOYACA	LA CAPILLA	LA CAPILLA	CM	ZONA06	DABOG	DABOGZONA06	6217.333	1066551.6804894812	1053299.128743333
648	CO37	Caldas	17	17	155	Palestina	100.0	524	17524	97731629.7686	45869.8810951	652	263	17	CALDAS	PALESTINA	PALESTINA	CM	ZONA01	DALES	DALESZONA01	9773.163	820923.2060871734	1049616.8299110953
649	CO37	Caldas	17	17	165	Viterbo	100.0	877	17877	105854858.192	48693.6510276	653	272	17	CALDAS	VITERBO	VITERBO	CM	ZONA02	DALES	DALESZONA02	10585.486	796103.2207419754	1049613.1391251283
650	CO33	Cundinamarca	25	25	257	Machetá	91.0	426	25426	220751646.102	67866.5697528	654	731	25	CUNDINAMARCA	MACHETA	MACHETA	CM	ZONA06	DABOG	DABOGZONA06	22075.165	1048486.9301568584	1046000.9041286041
651	CO28	Tolima	73	73	478	Armero	100.0	055	73055	456783521.32	110582.145589	655	183	73	TOLIMA	ARMERO	GUAYABAL	CM	ZONA05	DALES	DALESZONA05	45678.352	911230.5169911316	1043145.7554999205
652	CO33	Cundinamarca	25	25	256	Tibirita	100.0	807	25807	64997681.3229	36839.0936076	656	773	25	CUNDINAMARCA	TIBIRITA	TIBIRITA	CM	ZONA06	DABOG	DABOGZONA06	6499.768	1059982.7305888764	1050990.6945298559
653	CO28	Tolima	73	73	476	Casabianca	100.0	152	73152	194166909.805	91307.2865299	657	187	73	TOLIMA	CASABIANCA	CASABIANCA	CM	ZONA04	DALES	DALESZONA04	19416.691	874348.0553049467	1044776.1603951064
654	CO24	Risaralda	66	66	410	Santuario	100.0	687	66687	212664123.408	77567.9219145	658	247	66	RISARALDA	SANTUARIO	SANTUARIO	CM	ZONA02	DALES	DALESZONA02	21266.412	784903.8330602928	1047750.8862729447
655	CO33	Cundinamarca	25	25	268	Supatá	90.0	777	25777	129803861.207	45461.3706716	659	792	25	CUNDINAMARCA	SUPATA	SUPATA	CM	ZONA03	DABOG	DABOGZONA03	12980.386	981488.8893457216	1049268.5149049053
656	CO33	Cundinamarca	25	25	271	Nocaima	100.0	491	25491	60680546.095	32881.5725193	660	739	25	CUNDINAMARCA	NOCAIMA	NOCAIMA	CM	ZONA03	DABOG	DABOGZONA03	6068.055	964100.7949632063	1049619.8375717232
657	CO36	Boyacá	15	15	134	Campohermoso	100.0	135	15135	310891475.766	84104.2861823	661	953	15	BOYACA	CAMPOHERMOSO	CAMPOHERMOSO	CM	ZONA08	DABOG	DABOGZONA08	31089.148	1101349.1433720307	1041901.389937019
658	CO36	Boyacá	15	15	137	Tenza	100.0	798	15798	37792755.4368	33688.8271965	662	944	15	BOYACA	TENZA	TENZA	CM	ZONA06	DABOG	DABOGZONA06	3779.276	1069407.8350429412	1048437.2515909228
659	CO33	Cundinamarca	25	25	248	Villeta	100.0	875	25875	147289842.574	52787.4308438	663	785	25	CUNDINAMARCA	VILLETA	VILLETA	CM	ZONA03	DABOG	DABOGZONA03	14728.984	952969.6650665231	1044363.9761184495
660	CO11	Chocó	27	27	290	Novita	100.0	491	27491	1062560374.04	198095.771404	664	285	27	CHOCO	NOVITA	NOVITA	CM	ZONA07	DAMED	DAMEDZONA07	106256.037	725956.2482858524	1030763.7986090679
661	CO33	Cundinamarca	25	25	260	Sesquilé	92.0	736	25736	143156697.984	54714.0448194	665	759	25	CUNDINAMARCA	SESQUILE	SESQUILE	CM	ZONA04	DABOG	DABOGZONA04	14315.67	1031105.6952532654	1043047.4656372308
662	CO33	Cundinamarca	25	25	269	Subachoque	100.0	769	25769	212673849.505	66707.6482451	666	765	25	CUNDINAMARCA	SUBACHOQUE	SUBACHOQUE	CM	ZONA03	DABOG	DABOGZONA03	21267.385	989494.6959242789	1038849.4116826713
663	CO37	Caldas	17	17	165	Belalcázar	94.0	088	17088	114386653.695	52976.8404561	667	252	17	CALDAS	BELALCAZAR	BELALCAZAR	CM	ZONA02	DALES	DALESZONA02	11438.665	803577.9519850494	1042518.6651080007
664	CO37	Caldas	17	17	151	Chinchiná	93.0	174	17174	125499942.383	62564.3989987	668	253	17	CALDAS	CHINCHINA	CHINCHINA	CM	ZONA01	DALES	DALESZONA01	12549.994	819944.4353536807	1041820.6253746721
665	CO32	Casanare	85	85	519	Maní	85.0	139	85139	3866366748.34	294629.76059	669	853	85	CASANARE	MANI	MANI	CM	ZONA10	DABOG	DABOGZONA10	386636.675	1205241.7738647568	1005682.0905298039
666	CO24	Risaralda	66	66	410	La Celia	100.0	383	66383	73307615.749	40934.8838875	670	240	66	RISARALDA	LA CELIA	LA CELIA	CM	ZONA02	DALES	DALESZONA02	7330.762	777881.6135086872	1043768.7780820585
667	CO33	Cundinamarca	25	25	268	La Vega	100.0	402	25402	161589455.226	56288.6797222	671	729	25	CUNDINAMARCA	LA VEGA	LA VEGA	CM	ZONA03	DABOG	DABOGZONA03	16158.946	969120.4683573388	1039974.8430192928
668	CO36	Boyacá	15	15	137	Guateque	100.0	322	15322	37896852.6633	26403.468845	672	946	15	BOYACA	GUATEQUE	GUATEQUE	CM	ZONA06	DABOG	DABOGZONA06	3789.685	1063841.4295748998	1043125.8150565441
669	CO24	Risaralda	66	66	405	Marsella	100.0	440	66440	164314560.072	62090.0185025	673	242	66	RISARALDA	MARSELLA	MARSELLA	CM	ZONA02	DALES	DALESZONA02	16431.456	810784.0650811966	1037038.2058716456
670	CO37	Caldas	17	17	161	Villamaría	94.0	873	17873	440305936.96	97997.5050893	674	271	17	CALDAS	VILLAMARIA	VILLAMARIA	CM	ZONA01	DALES	DALESZONA01	44030.594	846532.518169698	1037720.3895799007
671	CO33	Cundinamarca	25	25	256	Manta	100.0	436	25436	102003807.674	42314.7375775	675	733	25	CUNDINAMARCA	MANTA	MANTA	CM	ZONA06	DABOG	DABOGZONA06	10200.381	1054910.930171182	1039625.3686645181
672	CO28	Tolima	73	73	477	Villahermosa	100.0	870	73870	266333744.026	88960.3902053	676	220	73	TOLIMA	VILLAHERMOSA	VILLAHERMOSA	CM	ZONA06	DALES	DALESZONA06	26633.374	876943.058094771	1038037.7949820396
673	CO36	Boyacá	15	15	136	Macanal	100.0	425	15425	187444722.177	61812.2941934	677	955	15	BOYACA	MACANAL	MACANAL	CM	ZONA06	DABOG	DABOGZONA06	18744.472	1084364.998173694	1038913.6581599533
674	CO36	Boyacá	15	15	137	Sutatenza	100.0	778	15778	33135623.6704	26842.4918185	678	945	15	BOYACA	SUTATENZA	SUTATENZA	CM	ZONA06	DABOG	DABOGZONA06	3313.562	1069468.4405896983	1043978.0893349543
675	CO33	Cundinamarca	25	25	260	Gachancipá	94.0	295	25295	43605454.9973	26744.2641953	679	712	25	CUNDINAMARCA	GACHANCIPA	GACHANCIPA	CM	ZONA04	DABOG	DABOGZONA04	4360.545	1020077.0812992157	1042844.5143068677
676	CO33	Cundinamarca	25	25	271	Sasaima	100.0	718	25718	100171579.775	47351.4954792	680	758	25	CUNDINAMARCA	SASAIMA	SASAIMA	CM	ZONA03	DABOG	DABOGZONA03	10017.158	961506.1426678179	1036487.2560962925
677	CO33	Cundinamarca	25	25	268	San Francisco	100.0	658	25658	123488483.746	54193.7396529	681	756	25	CUNDINAMARCA	SAN FRANCISCO	SAN FRANCISCO	CM	ZONA03	DABOG	DABOGZONA03	12348.848	977397.7597577395	1038044.3104364827
678	CO31	Vichada	99	99	520	Monterrey	100.0	162	85162	721322365.955	115968.286162	682	854	85	CASANARE	MONTERREY	MONTERREY	CM	ZONA10	DABOG	DABOGZONA10	72132.237	1133342.5535988773	1024567.4003229993
679	CO33	Cundinamarca	25	25	264	Tocancipá	93.0	817	25817	66402506.3174	41240.8395713	683	775	25	CUNDINAMARCA	TOCANCIPA	TOCANCIPA	CM	ZONA04	DABOG	DABOGZONA04	6640.251	1014712.1129474363	1038600.9089186577
